"semanticResourceURN";"Code List";"Code Value";"codeName";"Definition";"resourceSubTypeCode";"Domain";"ExternalLink";"changeLog";"Status";"Version"
"urn:gs1:gdd:cl:BatteryTypeCode:LR20";"BatteryTypeCode";"LR20";"LR20";"Common alkaline round cell identified by the IEC name LR20 and the common names : D, U2 or HP2 (In Britain until the 1980s), Flashlight Battery, MN1300, MX1300, Mono, Goliath, Type 373 (Soviet Union/Russia), BA-30 (US Military Spec WWII–1980s), UM 1 (JIS), #1 (China), 6135-99-464-1938 (NSN)(carbon-zinc), 6135-99-109-9428 (NSN)(alkaline)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR25";"BatteryTypeCode";"LR25";"LR25";"Alkaline round single-cell identified by IEC name LR25 and common name F";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR41";"BatteryTypeCode";"LR41";"LR41";"Alkaline button cells identified by IEC name LR736 and other common names : LR41, AG3/SG3/G3-A, 192/384/392, 6135-99-949-0402 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR42";"BatteryTypeCode";"LR42";"LR42";"Alkaline button cells identified by IEC name LR1136 and other name LR42.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR43";"BatteryTypeCode";"LR43";"LR43";"Alkaline button cells identified by IEC name  LR1142 and other common names : LR43, AG12/SG12, L1142, 186/301/386, 6135-99-547-0573 (NSN)(S), VINNIC";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR44";"BatteryTypeCode";"LR44";"LR44";"Alkaline button cells identified by IEC name LR1154 and other common names : LR44, AG13/SG13, LR44/LR154, 6135-99-792-8475 (NSN)(alkaline), 6135-99-651-3240 (NSN)(S), A76/S76/EPX76, 157/303/357, 1128MP, 208-904, A-76, A613, AG14, AG-14, CA18, CA19, CR44, D76A, G13A, G13-A, GDA76, GP76A, GPA7, GPA75, GPA76, GPS76A, KA, KA76, AG76, L1154, L1154C, L1154F, L1154G, L1154H, LR44G, LR44GD, LR44H, MS76H, PX76A, PX675A, RPX675, RW82, SB-F9, V13G, 357A";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR48";"BatteryTypeCode";"LR48";"LR48";"Alkaline button cells identified by IEC name LR754 and other common names : AG5/SG5, LR48, 193/309/393, ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR54";"BatteryTypeCode";"LR54";"LR54";"Alkaline button cells identified by IEC name LR1131 and other common names : LR54, AG10/SG10, 189/387/389/390, LR1130/SR1130, 6135-99-796-0471 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR55";"BatteryTypeCode";"LR55";"LR55";"Alkaline button cells identified by IEC name LR1121 and other common names LR55, AG8/SG8, 191/381/391, LR1120";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR57";"BatteryTypeCode";"LR57";"LR57";"Alkaline button cells identified by IEC name LR926 and other common names LR57, AG7/SG7, LR57, 195/395/399, LR927/SR927, SR927W/GR927, 6135-99-796-0471 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR58";"BatteryTypeCode";"LR58";"LR58";"Alkaline button cells identified by IEC name LR721 and other common name : LR58, AG11/SG11, 162/361/362";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR59";"BatteryTypeCode";"LR59";"LR59";"Alkaline button cells identified by IEC name LR726 and other common names LR59, AG2/SG2, 196/396/397";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR6";"BatteryTypeCode";"LR6";"LR6";"Common alkaline round cell identified by IEC name LR6 and other common names : AA,D14 or HP7 (In Britain until the 1980s), Pencil-sized, Penlight, Mignon, MN1500, MX1500 Type 316 (Soviet Union/Russia), UM 3 (JIS), #5 (China), 6135-99-052-0009 (NSN)(carbon-zinc), 6135-99-195-6708 (NSN)(alkaline),  ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR60";"BatteryTypeCode";"LR60";"LR60";"Alkaline button cells identified by IEC name LR621 and other common names : LR60, AG1/SG1, LR60, 164/364";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR61";"BatteryTypeCode";"LR61";"LR61";"Alkaline round cell identified by IEC name LR8D425 and other common name : AAAA";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR63";"BatteryTypeCode";"LR63";"LR63";"Alkaline button cell identified by IEC name LR521 and other common names : LR63, AG0/SG0, LR63, 379";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR68";"BatteryTypeCode";"LR68";"LR68";"Alkaline button cell identified by IEC name LR916 and other common names : LR68, SR916SW, 373";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:LR69";"BatteryTypeCode";"LR69";"LR69";"Alkaline button cell identified by IEC name LR921 and other common names : LR69, AG6/SG6, 171/371, LR920/SR920";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:N";"BatteryTypeCode";"N";"N";"Round cell identified by IEC name R1(carbon-zinc), LR1(alkaline), KR1(NiCd), HR1(NiMH). Other common names : Lady, MN9100, UM-5 (JIS), E90, 6135-99-661-4958 (NSN), N";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:NR50";"BatteryTypeCode";"NR50";"NR50";"Camera button battery identified by IEC name NR50";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:NR52";"BatteryTypeCode";"NR52";"NR52";"Camera button battery identified by IEC name NR52";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:OTHER";"BatteryTypeCode";"OTHER";"Other type of battery.";"Other type of battery.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:PR41";"BatteryTypeCode";"PR41";"PR41";"Zinc air button cells identified by IEC name PR41 and other names : 312, brown tab, 6135-99-752-3528 (NSN)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:PR43";"BatteryTypeCode";"PR43";"PR43";"Zinc air button cells identified by IEC name PR43 and other name AC41E";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:PR44";"BatteryTypeCode";"PR44";"PR44";"Zinc air button cells identified by IEC name PR44, and other names 675, blue tab";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:PR48";"BatteryTypeCode";"PR48";"PR48";"Zinc air button cells identified by IEC name PR48 and other names : 13,orange tab";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:PR70";"BatteryTypeCode";"PR70";"PR70";"Zinc air button cells identified by IEC name  PR70 and other names : 10, yellow tab";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R03";"BatteryTypeCode";"R03";"R03";"Carbon–zinc commun round identified by the IEC name R03 and the other common names : AAA, U16 or HP16 (In Britain until the 1980s), Micro, Microlight, MN2400, MX2400, Type 286 (Soviet Union/Russia), UM 4 (JIS)[2], #7 (China), 6135-99-117-3143";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R14C";"BatteryTypeCode";"R14C";"R14C";"Carbon–zinc common round cell identified by IEC name R14C";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R14S";"BatteryTypeCode";"R14S";"R14S";"Carbon–zinc common round cell identified by IEC name R14S";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R20C";"BatteryTypeCode";"R20C";"R20C";"Carbon–zinc common round cell identified by IEC name R20C";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R20S";"BatteryTypeCode";"R20S";"R20S";"Carbon–zinc common round cell identified by IEC name R20S";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R25";"BatteryTypeCode";"R25";"R25";"Carbon-Zinc round cell identified by the IEC name R25 and the other name N.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R40";"BatteryTypeCode";"R40";"R40";"Carbon-Zinc round cell identified by the IEC name R40 and the other name: No. 6.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R6C";"BatteryTypeCode";"R6C";"R6C";"Carbon–zinc common round cell identified by IEC name R6C";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:R6S";"BatteryTypeCode";"R6S";"R6S";"Carbon–zinc common round cell identified by IEC name R6S";"CODEVALUE";"GDSN";;"CHANGED";"CURRENT";2
"urn:gs1:gdd:cl:BatteryTypeCode:RCRV3";"BatteryTypeCode";"RCRV3";"RCRV3";"Li-ion Camera Cell/Battery identified by IEC name CR-V3, other common names : CRV3, RCR-V3";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR41";"BatteryTypeCode";"SR41";"SR41";"Silver oxide button cells identified by IEC name SR736 and other common names : SR41, AG3/SG3/G3-A, 192/384/392, 6135-99-949-0402 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR42";"BatteryTypeCode";"SR42";"SR42";"Silver oxide button cells identified by IEC name SR1136 and other common name SR42";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR43";"BatteryTypeCode";"SR43";"SR43";"Silver oxide button cells identified by IEC name SR1142 and other common SR43, AG12/SG12, L1142, 186/301/386, 6135-99-547-0573 (NSN)(S), VINNIC";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR44";"BatteryTypeCode";"SR44";"SR44";"Silver oxide button cells identified by IEC name SR1154 identified by other common names : AG13/SG13, SR44, 6135-99-792-8475 (NSN)(alkaline), 6135-99-651-3240 (NSN)(S), A76/S76/EPX76, 157/303/357, 1128MP, 208-904, A-76, A613, AG14, AG-14, CA18, CA19, CR44, D76A, G13A, G13-A, GDA76, GP76A, GPA7, GPA75, GPA76, GPS76A, KA, KA76, AG76, L1154, L1154C, L1154F, L1154G, L1154H, LR44G, LR44GD, LR44H, MS76H, PX76A, PX675A, RPX675, RW82, SB-F9, V13G, 357A";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR45";"BatteryTypeCode";"SR45";"SR45";"Silver oxide button cells identified by IEC name SR936 and other names AG9/SG9, SR45, 194/394, 135-99-782-4675 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR48";"BatteryTypeCode";"SR48";"SR48";"Silver oxide button cells identified by IEC name SR754 and other name SR48, AG5/SG5, 193/309/393";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR54";"BatteryTypeCode";"SR54";"SR54";"Silver oxide button cells identified by IEC name SR1131 and other names SR54, AG10/SG10, 189/387/389/390, SR1130, 6135-99-796-0471 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR55";"BatteryTypeCode";"SR55";"SR55";"Silver oxide button cells identified by IEC name SR1121 and other common names : AG8/SG8, SR55, 191/381/391, SR1120";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR57";"BatteryTypeCode";"SR57";"SR57";"Silver oxide button cells identified by IEC name SR926 and other common names : SR57, AG7/SG7, 195/395/399, SR927, SR927W, 6135-99-796-0471 (NSN)(S)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR58";"BatteryTypeCode";"SR58";"SR58";"Silver oxide button cells identified by IEC name SR721 and other common names SR58, AG11/SG11, 162/361/362";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR59";"BatteryTypeCode";"SR59";"SR59";"Silver oxide button cells identified by IEC name SR726 and other common names SR59, AG2/SG2, 196/396/397";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR60";"BatteryTypeCode";"SR60";"SR60";"Silver oxide button cells identified by IEC name SR621 and other common names : AG1/SG1, SR60, 164/364";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR63";"BatteryTypeCode";"SR63";"SR63";"Silver oxide button cells identified by IEC name  SR521, and other common names : AG0/SG0, SR63, 379";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR66";"BatteryTypeCode";"SR66";"SR66";"Silver oxide button cells identified by IEC name SR626, and other common names : AG4/SG4, SR66, 177/376/377, SR626SW";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR68";"BatteryTypeCode";"SR68";"SR68";"Silver oxide button cells identified by IEC name SR916 and other common names : SR68, SR916SW, 373";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SR69";"BatteryTypeCode";"SR69";"SR69";"Silver oxide button cells identified by IEC name SR921 and other common names : SR69, AG6/SG6, 171/371, LR920/SR920";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeCode:SUB_C";"BatteryTypeCode";"SUB_C";"Sub C";"Round single cell identified by IEC name KR22C429 (NiCd) and HR22C429 (NiMH).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeQualifierCode";"BatteryTypeQualifierCode";;;"Qualifier to denote the rating and material information are in reference to a battery or cell.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeQualifierCode:BATTERY";"BatteryTypeQualifierCode";"BATTERY";"Battery";"The qualifier is referencing a specified battery.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BatteryTypeQualifierCode:CELL";"BatteryTypeQualifierCode";"CELL";"Energy Cell";"The qualifier is referencing a specified energy cell.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode";"BeddingTypeCode";;;"Indicators for different bedclothes; blankets, sheets, etc., used on a bed. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BeddingTypeCode.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:BED_SPREAD";"BeddingTypeCode";"BED_SPREAD";"Bed Spread";"Decorative cover used over blankets and sheets.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:COMFORTER";"BeddingTypeCode";"COMFORTER";"Comforter";"Cover with insulating material internally used on the top of the bed.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:DUVET_COVER";"BeddingTypeCode";"DUVET_COVER";"Duvet Cover";"Cover used with comforter.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:FITTED_SHEET";"BeddingTypeCode";"FITTED_SHEET";"Fitted Sheet";"Sheet that the elastic corners wrap tightly around the corners of the mattress.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:FLAT_SHEET";"BeddingTypeCode";"FLAT_SHEET";"Flat Sheet";"Sheet used over the fitted sheet.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:OTHER_BEDDING_TYPE";"BeddingTypeCode";"OTHER_BEDDING_TYPE";"Other Bedding Type";"Code value not available in code list.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:PILLOWCASE";"BeddingTypeCode";"PILLOWCASE";"Pillowcase";"Cover for pillows.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:SHAMS";"BeddingTypeCode";"SHAMS";"Shams";"Decorative covers for pillows used for decoration.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BeddingTypeCode:SHEET_SET";"BeddingTypeCode";"SHEET_SET";"Sheet Set";"Bedding consisting of fitted & flats sheet with pillowcases.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode";"BendAngleCode";;;"Code list developed and managed by GS1.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode:180";"BendAngleCode";"180";"180 Degree Angle";"A 180 degree angle commonly called a Return Bend";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode:22_5";"BendAngleCode";"22_5";"22.5 Degree Angle";"A 22.5 degree angle commonly called a 1/16 (Sixteenth) Bend";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode:45";"BendAngleCode";"45";"45 Degree Angle";"A 45 degree angle commonly called a 1/8 (Eighth) Bend";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode:60";"BendAngleCode";"60";"60 Degree Angle";"A 60 degree angle commonly called a 1/6 (Sixth) Bend";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode:72";"BendAngleCode";"72";"72 Degree Angle";"A 72 degree angle commonly called a 1/5 (Fifth) Bend";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BendAngleCode:90";"BendAngleCode";"90";"90 Degree Angle";"A 90 degree angle commonly called a 1/4 (Quarter) Bend";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BillLogoApplicationTypeCode";"BillLogoApplicationTypeCode";;;"Indicator of the different applications to a hat bill. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BillLogoApplicationTypeCode.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BillLogoApplicationTypeCode:FABRIC_APPLIQUE";"BillLogoApplicationTypeCode";"FABRIC_APPLIQUE";"Fabric Applique";"Fabric decoration sewn onto base item.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BillLogoApplicationTypeCode:OTHER_BILL_LOGO";"BillLogoApplicationTypeCode";"OTHER_BILL_LOGO";"Other Bill Logo";"Code value not available in code list.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BillLogoApplicationTypeCode:RAISED_EMBROIDERY";"BillLogoApplicationTypeCode";"RAISED_EMBROIDERY";"Raised Embroidery";"Embroidered thread that shows texture on base fabric.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BillLogoApplicationTypeCode:SCREEN_PRINT";"BillLogoApplicationTypeCode";"SCREEN_PRINT";"Screen Print";"Color or design applied to fabric via pressing through a fine screen.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode";"BootShaftTypeCode";;;"Indicator that is used to identify the style height of a boot. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BootShaftTypeCode.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:ANKLE";"BootShaftTypeCode";"ANKLE";"Ankle";"Boot goes to the average ankle height.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:KNEE_HIGH";"BootShaftTypeCode";"KNEE_HIGH";"Knee High";"Boot goes to the average knee height.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:LOW_SHAFT";"BootShaftTypeCode";"LOW_SHAFT";"Low Shaft";"Boot with lower than knee height.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:MID";"BootShaftTypeCode";"MID";"Mid";"Boot that goes to mid calf.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:OTHER_BOOT_SHAFT_TYPE";"BootShaftTypeCode";"OTHER_BOOT_SHAFT_TYPE";"Other Boot Shaft Type";"Code value not available in code list.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:OVER_KNEE";"BootShaftTypeCode";"OVER_KNEE";"Over Knee";"Boot that goes over the average knee height.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BootShaftTypeCode:TALL";"BootShaftTypeCode";"TALL";"Tall";"Boot that extends to the knee.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode";"BraceletTypeCode";;;"Indicator of the construction or style of a bracelet. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BraceletTypeCode.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:ADJUSTABLE";"BraceletTypeCode";"ADJUSTABLE";"Adjustable";"Bracelet that can be adjusted in circumference.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:BANGLE";"BraceletTypeCode";"BANGLE";"Bangle";"Bracelet that is slipped over the wrist without a closure.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:BRACELET_SET";"BraceletTypeCode";"BRACELET_SET";"Bracelet Set";"Multiple bracelets sold as set.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:CHAIN";"BraceletTypeCode";"CHAIN";"Chain";"Bracelet made with metal chain and a clasp.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:CHARM";"BraceletTypeCode";"CHARM";"Charm";"Bracelet holding small charms or amulets.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:COIL";"BraceletTypeCode";"COIL";"Coil";"Bracelets made to stretch.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:CUFF";"BraceletTypeCode";"CUFF";"Cuff";"Bracelet that is solid and slips over the wrist, instead of a clasp or other closure.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:HINGE";"BraceletTypeCode";"HINGE";"Hinge";"Bracelet with a hinge closure.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:LINE";"BraceletTypeCode";"LINE";"Line";"Bracelet that is thin and straight on the wrist.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:OPEN_CUFF";"BraceletTypeCode";"OPEN_CUFF";"Open Cuff";"Bracelet that is open but typically thin, often with decorative ends.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:OTHER_BRACELET_TYPE";"BraceletTypeCode";"OTHER_BRACELET_TYPE";"Other Bracelet Type";"Code value not available in code list.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:STRETCH";"BraceletTypeCode";"STRETCH";"Stretch";"Bracelet that stretches to fit over the wrist.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BraceletTypeCode:WRAP";"BraceletTypeCode";"WRAP";"Wrap";"To cover or surround, arrange or coil, to enclose or enfold around something such as a body, wrist etc. such as a bracelet, shawl or stole.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:BracketRangeQualifierCode";"BracketRangeQualifierCode";;;"Code list developed and managed by GS1.";"CODELIST";"GDSN";;"NEW";"CURRENT";1
