"semanticResourceURN";"Code Value";"resourceSubTypeCode";"Code List";"Domain";"ExternalLink";"codeName";"Definition";"changeLog";"Status";"Version";"Change Date";"changeLogComment"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMFA";"NMFA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"National Medicines and Food Administration";"National Medicines and Food Administration manages the market authorisation of healthcare products in Eritrea - ER";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMPB_SD";"NMPB_SD";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"National Medicines and Poisons Board (NMPB)";"National Medicines and Poisons Board (NMPB) manages the market authorisation of healthcare products in Sudan - SD";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMRA_LK";"NMRA_LK";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"National Medicines Regulatory Authority (NMRA)";"National Medicines Regulatory Authority (NMRA) manages the market authorisation of healthcare products in Sri Lanka - LK";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NMRC";"NMRC";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Namibia Medicines Regulatory Council";"Namibia Medicines Regulatory Council manages the market authorisation of healthcare products in Namibia - NA";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NPN";"NPN";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"NPN";"The Natural Health Product Number: Identifies the trade item as a natural health product and the number is assigned by a regulatory health organization for example the Health Canada - Natural Health Products Directorate (Health Canada).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NSN";"NSN";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"NSN";"UN/ECE Rec 24  - Fully Adopted by GS1";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NSN";"NSN";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"NATO Stock Number";"NATO Stock Number or National Stock Number is a 13-digit numeric code identifying all the standardized material items of supply as they have been recognized by all NATO countries . The complete structure of this identifier can be found at this link. https://www.nato.int/structur/AC/135/ncs_guide/english/e_1-6-5.htm";"NEW";"CURRENT";7;;"3.1.8"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NUMERO_RDN";"NUMERO_RDN";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"RDN";"An identification number assigned by the Italian Ministry of Health to medical devices treated by the national health system";"NEW";"CURRENT";2;12/06/2013;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:NZ_MEDICINES_TERMINOLOGY_CODE";"NZ_MEDICINES_TERMINOLOGY_CODE";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"NZ Medicines Terminology Code";"For medicines used within NZ healthcare, the code assigned by NZULM (New Zealand List of Medicines). The NZ Medicines Terminology Code on the NZULM website is referred to as the SCTID (Snomed Concept ID).";"NEW";"CURRENT";3;26/05/2015;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PBSL";"PBSL";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Pharmacy Board of Sierra Leone";"Pharmacy Board of Sierra Leone manages the market authorisation of healthcare products in Sierra Leone - SL";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PCOJ";"PCOJ";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Pharmacy Council of Jamaica (PCoJ)";"Pharmacy Council of Jamaica (PCoJ) manages the market authorisation of healthcare products in Jamaica - JM";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PHARMACODE_CH";"PHARMACODE_CH";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Pharmacode CH";"A national drug code for Switzerland assigned by e-mediat AG, Bern. The identification number based on the standard Code39 and is used in the whole Swiss healthcare market.";"NEW";"CURRENT";3;26/05/2015;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PIRC";"PIRC";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Pharmaceutical Inspectorate and the Registration Committee";"Pharmaceutical Inspectorate and the Registration Committee manages the market authorisation of healthcare products in Suriname - SR";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PLU";"PLU";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"PLU";"A number used to indicate a price look up for an existing random weight item. This is only used for items that have been assigned an industry PLU or proprietary PLU and that are utilized through a weighing system through the scales at the back or the front registers.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PMPB";"PMPB";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Pharmacy, Medicines and Poisons Board";"Pharmacy, Medicines and Poisons Board manages the market authorisation of healthcare products in Malawi - MW";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:PPB";"PPB";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Pharmacy and Poisons Board";"Pharmacy and Poisons Board manages the market authorisation of healthcare products in Kenya - KE";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:RVG";"RVG";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"RVG";"(Register Verpakte Geneesmiddelen): An identification number provided by the Institute for Drug Evaluation (College ter Beoordeling van Geneesmiddelen – CBG) in the Netherlands. This number is used as the main identification for all drugs that have been approved by the CBG for distribution within the Netherlands.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:RVH";"RVH";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"RVH";"(Register Verpakte Homeopatische Geneesmiddelen): An identification number provided by the Institute for Drug Evaluation (College ter Beoordeling van Geneesmiddelen – CBG) in the Netherlands. This number is used as the main identification for all homeopathic drugs that have been approved by the CBG for distribution within the Netherlands.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SAN_4";"SAN_4";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"SAN 4";"A nationally set standard trade item number for a variable measure trade item. The SAN-4 is a four-digit number that uniquely identifies a weight trade item according to its country of origin.  This short number is incorporated into the 13 digit GTIN symbol in combination with the weight, quantity or price.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SBDMA";"SBDMA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Supreme Board for Drugs & Medical Appliances";"Supreme Board for Drugs & Medical Appliances manages the market authorisation of healthcare products in Yemen - YE";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SCDMTE";"SCDMTE";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"The Scientific Centre of Drug and Medical Technologies Expertise (SCDMTE)";"The Scientific Center of Drug and Medical Technologies Expertise (SCDMTE) manages the market authorisation of healthcare products in Armenia - AM";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SFDA";"SFDA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"State Food Drug Administration (SFDA)";"State Food Drug Administration (SFDA) manages the market authorisation of healthcare products in China - CN";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SMDC_UA";"SMDC_UA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"State Service of Ukraine on Medicines and Drugs Control (SMDC)";"State Service of Ukraine on Medicines and Drugs Control (SMDC) manages the market authorisation of healthcare products in Ukraine - UA";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SRAMA";"SRAMA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"State Regulatory Agency for Medical Activities";"State Regulatory Agency for Medical Activities manages the market authorisation of healthcare products in Georgia - GE";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:SUPPLIER_ASSIGNED";"SUPPLIER_ASSIGNED";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Supplier Assigned";"The additional Trade Item Identification value populated has been developed and assigned by the party which provides service(s) and/or manufactures or otherwise has possession of the goods and consigns or makes them available in trade. This number is a base model or style number assigned to the product and may be the same for several GTINs where they are variations of each other.  For example a coffee mug with 3 GTINs one each for the brown mug, the white mug, and the black mug might all be the supplier assigned number of AB123.  Use of this value is recommended in the absence of a Model Number or Manufacturer’s Part Number. ";"NEW";"CURRENT";1;;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:TFDA";"TFDA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Tanzania Food and Drugs Authority (TFDA)";"Tanzania Food and Drugs Authority (TFDA) manages the market authorisation of healthcare products in Tanzania - TZ";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:WAND_NUMBER";"WAND_NUMBER";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"WAND Number";"The identification code assigned from the WAND (Web Assisted Notification of Devices) database.";"NEW";"CURRENT";3;26/05/2015;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:Z_INDEX";"Z_INDEX";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Z INDEX";"An additional identification number used to identify all medical supplies and drugs in the Netherlands when managing reimbursements for the items. The Z-Index number is assigned to every product by Z-Index, which is a regulatory body in the Netherlands for the healthcare industry.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdditionalTradeItemIdentificationTypeCode:ZAMRA";"ZAMRA";"CODEVALUE";"AdditionalTradeItemIdentificationTypeCode";"Shared";;"Zambia Medicines Regulatory Authority (ZAMRA)";"Zambia Medicines Regulatory Authority (ZAMRA) manages the market authorisation of healthcare products in Zambia - ZM";"NEW";"CURRENT";5;01/05/2018;"3.1.5"
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode";;"CODELIST";"AdministrativeUnitTypeCode";"EDI";;;"Code list developed and managed by GS1.";"CHANGED";"CURRENT";2;01/07/2016;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:BUSINESS_UNIT";"BUSINESS_UNIT";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Business unit";"Distinction made for administrative purposes in order to allocate enterprise resources to a business unit.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:COST_CENTER";"COST_CENTER";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Cost center";"Distinction made for administrative purposes in order to allocate enterprise resources to a cost center.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:DISTRIBUTION_CHANNEL";"DISTRIBUTION_CHANNEL";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Distribution channel";"Distinction made for administrative purposes in order to allocate enterprise resources to distribution channel.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:DIVISION";"DIVISION";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Division";"Distinction made for administrative purposes in order to allocate enterprise resources to a division.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_1";"FOR_INTERNAL_USE_1";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 1";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_10";"FOR_INTERNAL_USE_10";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 10";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_2";"FOR_INTERNAL_USE_2";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 2";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_3";"FOR_INTERNAL_USE_3";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 3";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_4";"FOR_INTERNAL_USE_4";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 4";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_5";"FOR_INTERNAL_USE_5";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 5";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_6";"FOR_INTERNAL_USE_6";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 6";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_7";"FOR_INTERNAL_USE_7";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 7";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_8";"FOR_INTERNAL_USE_8";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 8";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:FOR_INTERNAL_USE_9";"FOR_INTERNAL_USE_9";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"For internal use 9";"Identification used for internal mapping purposes.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:INVENTORY_OWNER";"INVENTORY_OWNER";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Inventory owner";"Distinction made for administrative purposes in order to allocate stock held in custody but owned by another party.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:OPERATING_UNIT";"OPERATING_UNIT";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Operating unit ";"Distinction made for administrative purposes in order to allocate enterprise resources to a legal accounting entity.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:PROFIT_CENTRE";"PROFIT_CENTRE";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Profit centre";"Distinction made for administrative purposes in order to allocate enterprise resources to a profit center.";"NEW";"CURRENT";2;01/07/2016;"WR 16-277"
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:SALES_ORGANIZATION";"SALES_ORGANIZATION";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Sales organization";"Distinction made for administrative purposes in order to allocate enterprise resources to a sales organization.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AdministrativeUnitTypeCode:SUB_CONTRACTOR";"SUB_CONTRACTOR";"CODEVALUE";"AdministrativeUnitTypeCode";"EDI";;"Sub contractor";"Distinction made for administrative purposes in order to allocate enterprise resources to a sub-contractor.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode";;"CODELIST";"AllowanceChargeTypeCode";"Shared";;;"Code list based on the UN/EDIFACT DE 5189. GS1 Extended.";"CHANGED";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:1";"1";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Handling commission";"Fee for the processing of documentary credit, collection and payment which are charged to the customer.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:10";"10";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Opening commission";"Fee for opening revocable documentary credit.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:100";"100";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Special rebate";"A return of part of an amount paid for goods or services, serving as a reduction or discount.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:101";"101";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Carbon footprint charge";"A monetary amount charged for carbon footprint related to a regulatory requirement.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:11";"11";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Fee for opening revocable documentary credit.";"Fee charged to the customer for discrepancies in credit documents in the case of which the bank have to stipulate payment under reserve.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:12";"12";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Discrepancy fee";"Fee charged to the foreign bank for discrepancies in credit documents.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:13";"13";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Domiciliation commission";"Fee for the domiciliation of bills with the bank.";"NEW";"CURRENT";2;01/12/2014;
"urn:gs1:gdd:cl:AllowanceChargeTypeCode:14";"14";"CODEVALUE";"AllowanceChargeTypeCode";"Shared";;"Commission for release of goods";"Commission for the release of goods sent to the bank.";"NEW";"CURRENT";2;01/12/2014;
